applied,helpful,event_id,cv_id,job_id,match_score,skills_score,location_score,salary_score,experience_score,user_skills_count,user_technical_skills_count,user_soft_skills_count,user_salary_expectation_avg,user_years_experience,employment_status_encoded,education_level_encoded,user_available_immediately,job_salary_avg,job_salary_range,job_required_skills_count,job_preferred_skills_count,job_total_skills_count,is_corporate_job,is_small_job,job_type_encoded,skills_matched_count,skills_match_ratio,skills_missing_count,salary_ratio,salary_exceeds_expectation,salary_gap,same_city,same_province,location_match_level,experience_gap,meets_experience_requirement,interaction_type_encoded,day_of_week,hour_of_day,is_weekend,is_business_hours,skills_salary_interaction,location_salary_interaction,match_score_squared,skills_experience_interaction
0,0,9d64d8a8-565c-4d7a-9a25-2a6fb6bd8c54,1311,JOB000338,0.475,0.0,0.3,1.0,0.7,7,4,3,13000.0,8.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-8.0,1,1,2,8,0,1,0.0,0.3,0.225625,0.0
0,0,ee5828e8-b621-46fc-9e2e-2eec951b432e,1434,JOB000171,0.46,0.0,0.3,0.95,0.7,7,4,3,20000.0,9.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-9.0,1,1,2,8,0,1,0.0,0.285,0.2116,0.0
0,0,86e5d806-6704-4586-885c-6039cbec338e,567,JOB000490,0.485,0.1,0.3,0.95,0.7,6,3,3,9750.0,7.0,2.0,2.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,1,2,8,0,1,0.095,0.285,0.235225,0.06999999999999999
0,1,ca2edb19-0ca8-4df3-bf6c-a572181b3741,975,JOB000184,0.475,0.0,0.3,1.0,0.7,6,3,3,14500.0,6.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,2,8,0,1,0.0,0.3,0.225625,0.0
0,0,642ddbdb-9b24-4828-98cf-b090fd785dfb,2391,JOB000179,0.49,0.0,0.3,0.95,1.0,4,2,2,650.0,5.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-5.0,1,1,2,8,0,1,0.0,0.285,0.24009999999999998,0.0
0,1,02327f0d-1b13-4dba-b1d6-8dd4b4fc21d5,289,JOB000492,0.49,0.0,0.3,0.95,1.0,6,3,3,7500.0,4.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,2,2,8,0,1,0.0,0.285,0.24009999999999998,0.0
0,0,a6805343-f142-4189-b55e-5a0c8b0fa091,1399,JOB000174,0.49,0.0,0.3,0.95,1.0,6,3,3,5750.0,2.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-2.0,1,1,2,8,0,1,0.0,0.285,0.24009999999999998,0.0
1,1,f0082a1c-99b2-4880-bc4e-36bf36695aec,1627,JOB000490,0.46,0.0,0.3,0.95,0.7,6,3,3,6250.0,9.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-9.0,1,3,2,8,0,1,0.0,0.285,0.2116,0.0
0,0,a3b2f4e5-f25a-4d25-9ca0-e9d7756db511,1485,JOB000019,0.46,0.0,0.3,0.95,0.7,6,3,3,12000.0,7.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,1,2,8,0,1,0.0,0.285,0.2116,0.0
0,1,395d2f03-7974-4e1a-a689-82e25c16beec,1783,JOB000073,0.46,0.0,0.3,0.95,0.7,6,3,3,7500.0,9.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-9.0,1,1,2,7,0,0,0.0,0.285,0.2116,0.0
0,0,1b67ca4a-f949-4735-a115-389b88bd8637,1457,JOB000350,0.475,0.0,0.3,1.0,0.7,6,3,3,16500.0,11.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-11.0,1,1,2,7,0,0,0.0,0.3,0.225625,0.0
0,1,8c1d47b0-62e5-448b-8984-8a1b2e2b9c6e,248,JOB000334,0.508,0.233,1.0,0.1,0.7,8,5,3,29500.0,7.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,1,2,7,0,0,0.0233,0.1,0.258064,0.1631
0,0,19fed144-2ec5-46fe-8f94-005f6899cbf2,2123,JOB000362,0.49,0.0,0.3,0.95,1.0,4,2,2,550.0,2.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-2.0,1,1,2,7,0,0,0.0,0.285,0.24009999999999998,0.0
1,1,a11385c7-7ef5-422e-ba46-85dca5d56768,2427,JOB000315,0.49,0.0,0.3,0.95,1.0,3,1,2,550.0,5.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-5.0,1,3,2,7,0,0,0.0,0.285,0.24009999999999998,0.0
0,1,a7ea935d-6a85-475b-aa4a-16c9a090699f,1212,JOB000122,0.46,0.0,0.3,0.95,0.7,5,3,2,6500.0,6.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,2,2,7,0,0,0.0,0.285,0.2116,0.0
0,0,964cb70e-3856-4c8a-9853-84e07e24cc82,435,JOB-P044,0.41,0.5,0.5,0.1,0.8,7,4,3,10250.0,7.0,1.0,2.0,0.0,200.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.01951219512195122,0,-10050.0,0,0,0,-7.0,1,1,2,7,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,80a6369b-7f97-49c4-911f-822b7617e13f,399,JOB000230,0.505,0.0,0.3,1.0,1.0,6,3,3,7500.0,5.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-5.0,1,1,2,7,0,0,0.0,0.3,0.255025,0.0
1,1,72e00625-cf60-44f6-a754-234954ee501c,778,JOB000413,0.46,0.0,0.3,0.95,0.7,6,3,3,10500.0,9.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-9.0,1,3,2,7,0,0,0.0,0.285,0.2116,0.0
0,1,ad56905a-2454-4126-a1d1-1470b2e182ff,1320,JOB-P316,0.41,0.5,0.5,0.1,0.8,6,3,3,16500.0,9.0,1.0,1.0,0.0,300.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.01818181818181818,0,-16200.0,0,0,0,-9.0,1,1,2,6,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,5e41d5fb-208b-429b-9db5-be69542b1fbf,2266,JOB000209,0.49,0.0,0.3,0.95,1.0,2,1,1,650.0,4.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,2,6,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,75465390-d528-411a-94db-e2148bafa2db,605,JOB000101,0.46,0.0,0.3,0.95,0.7,6,3,3,13500.0,6.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,2,6,0,0,0.0,0.285,0.2116,0.0
1,1,c89056b9-4b5c-49ff-af91-1d87b409f3b2,47,JOB000016,0.49,0.0,0.3,0.95,1.0,7,4,3,8000.0,4.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,3,2,6,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,cb063bea-5914-4acd-94c5-7dd9b4e43c77,1271,JOB-P004,0.41,0.5,0.5,0.1,0.8,6,3,3,10250.0,7.0,1.0,1.0,0.0,400.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.03902439024390244,0,-9850.0,0,0,0,-7.0,1,1,2,6,0,0,0.05,0.05,0.16809999999999997,0.4
1,1,9e1e348d-d478-43ae-9886-ad481a94fcd2,946,JOB000330,0.46,0.0,0.3,0.95,0.7,6,3,3,21500.0,10.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-10.0,1,3,2,6,0,0,0.0,0.285,0.2116,0.0
0,1,9457de76-aeab-48a6-8fb9-64c0a89a1a64,528,JOB000294,0.295,0.0,0.3,0.3,1.0,6,3,3,10450.0,4.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,2,6,0,0,0.0,0.09,0.08702499999999999,0.0
0,1,b816f595-c1e9-485f-ba33-5cb666111c00,2361,JOB000181,0.49,0.0,0.3,0.95,1.0,2,1,1,575.0,4.0,1.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,2,6,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,7d65005f-79af-4ccb-8b92-8a8159860031,1707,JOB000027,0.475,0.0,0.3,1.0,0.7,6,3,3,13000.0,6.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,23,0,0,0.0,0.3,0.225625,0.0
0,0,2c055b99-47a7-4642-98c8-9a9191942aa0,238,JOB-P096,0.41,0.5,0.5,0.1,0.8,7,4,3,33000.0,7.0,1.0,1.0,0.0,80.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.0024242424242424242,0,-32920.0,0,0,0,-7.0,1,1,1,23,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,cf8f4e2f-a467-4726-9214-bbda431e2c16,650,JOB000329,0.46,0.0,0.3,0.95,0.7,6,3,3,12500.0,6.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,2,1,23,0,0,0.0,0.285,0.2116,0.0
1,1,2947193f-b835-4a31-b502-6746d88e3f1b,1390,JOB000308,0.49,0.0,0.3,0.95,1.0,6,3,3,7250.0,4.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,3,1,23,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,20bbfd8d-2143-4f27-aa72-548491e926e9,1357,JOB000391,0.49,0.0,0.3,0.95,1.0,6,3,3,9250.0,5.0,2.0,2.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-5.0,1,1,1,23,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,506e9f9a-e632-4b5d-9402-3ba9d240c241,2018,JOB000299,0.49,0.0,0.3,0.95,1.0,5,3,2,700.0,1.0,1.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-1.0,1,1,1,23,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,386ca071-e80f-4070-bd8e-6b8b27612cff,831,JOB000493,0.46,0.0,0.3,0.95,0.7,6,3,3,18000.0,7.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,1,1,23,0,0,0.0,0.285,0.2116,0.0
0,1,960054bc-6bbe-4ae0-90be-0eb91f390aca,1031,JOB000158,0.355,0.0,0.3,0.6,0.7,6,3,3,11750.0,12.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-12.0,1,1,1,23,0,0,0.0,0.18,0.126025,0.0
0,0,5defddd1-3675-4c60-91d0-cd997dae4a9e,1253,JOB000340,0.205,0.0,0.3,0.1,0.7,6,3,3,16500.0,11.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-11.0,1,1,1,23,0,0,0.0,0.03,0.04202499999999999,0.0
0,1,0ce5a0fb-20bf-4251-bb17-f46ae2fa71be,1294,JOB000100,0.505,0.0,0.3,1.0,1.0,6,3,3,8000.0,4.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,1,23,0,0,0.0,0.3,0.255025,0.0
0,0,4f929f0d-73eb-4540-83ef-dd7f73b64923,326,JOB-P295,0.41,0.5,0.5,0.1,0.8,6,3,3,16500.0,4.0,1.0,1.0,0.0,450.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.02727272727272727,0,-16050.0,0,0,0,-4.0,1,1,1,23,0,0,0.05,0.05,0.16809999999999997,0.4
1,0,3235a287-0329-47ba-a64d-2e19acb54e79,2101,JOB000069,0.735,0.0,1.0,0.95,1.0,4,2,2,1150.0,0.0,0.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,0.0,1,3,1,23,0,0,0.0,0.95,0.540225,0.0
0,0,e1004ccf-87cd-4968-80ce-6b1bc2f5ad4e,638,JOB000396,0.46,0.0,0.3,0.95,0.7,6,3,3,9750.0,6.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,23,0,0,0.0,0.285,0.2116,0.0
0,0,8382b405-08ac-4958-8d8d-179c57af1691,2284,JOB-P087,0.41,0.5,0.5,0.1,0.8,2,1,1,800.0,5.0,2.0,1.0,1.0,150.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.1875,0,-650.0,0,0,0,-5.0,1,1,1,22,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,5f2791e2-d071-444c-b243-62c8d1fea38b,1120,JOB000096,0.295,0.0,0.3,0.3,1.0,6,3,3,8000.0,4.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,1,22,0,0,0.0,0.09,0.08702499999999999,0.0
0,1,61e3bf87-0bbb-4825-a62c-d84282cf15be,1263,JOB000143,0.475,0.0,0.3,1.0,0.7,6,3,3,20000.0,9.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-9.0,1,1,1,22,0,0,0.0,0.3,0.225625,0.0
0,0,f70d61ce-b70e-4b27-ab15-a76f08142afb,35,JOB000192,0.46,0.0,0.3,0.95,0.7,6,3,3,9750.0,6.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,22,0,0,0.0,0.285,0.2116,0.0
0,0,436d6428-3b99-4b79-9374-0bd0be1c0bc8,722,JOB000159,0.265,0.0,0.3,0.3,0.7,6,3,3,18000.0,7.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,1,1,22,0,0,0.0,0.09,0.07022500000000001,0.0
0,0,83240151-dcc6-4bac-bb26-bb2f6e693db3,1793,JOB000150,0.46,0.0,0.3,0.95,0.7,6,3,3,8000.0,11.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-11.0,1,1,1,22,0,0,0.0,0.285,0.2116,0.0
0,0,f05a4ede-350b-4271-8833-0e81af50c2aa,1745,JOB000163,0.475,0.0,0.3,1.0,0.7,6,3,3,13000.0,6.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,22,0,0,0.0,0.3,0.225625,0.0
0,0,da326f3c-a98d-4a37-b219-799de6c8e1dd,1009,JOB000173,0.475,0.0,0.3,1.0,0.7,6,3,3,10250.0,8.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-8.0,1,1,1,21,0,0,0.0,0.3,0.225625,0.0
0,0,09d4fedf-4414-465f-a6bc-3ee1c52875e2,1020,JOB000322,0.46,0.0,0.3,0.95,0.7,6,3,3,11000.0,7.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,1,1,21,0,0,0.0,0.285,0.2116,0.0
0,0,0b77f358-749f-4b05-8973-08479fc87020,1366,JOB-P106,0.41,0.5,0.5,0.1,0.8,6,3,3,6250.0,2.0,1.0,2.0,0.0,1000.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.16,0,-5250.0,0,0,0,-2.0,1,2,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,b36f3d99-9f54-437e-b0a5-38da9e3058c1,1664,JOB-P291,0.41,0.5,0.5,0.1,0.8,6,3,3,7500.0,7.0,2.0,1.0,1.0,150.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.02,0,-7350.0,0,0,0,-7.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,dad6ff84-4d22-4925-9716-a4701146f7cd,675,JOB000158,0.475,0.0,0.3,1.0,0.7,6,3,3,9250.0,11.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-11.0,1,1,1,21,0,0,0.0,0.3,0.225625,0.0
0,0,8ee8406a-013f-4343-bd93-2e9c94d2c179,2480,JOB000279,0.49,0.0,0.3,0.95,1.0,3,2,1,675.0,0.0,0.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,0.0,1,1,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,de83fc75-2f92-48c9-aa29-d6a6ff419e29,1216,JOB000190,0.475,0.0,0.3,1.0,0.7,5,3,2,7750.0,7.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,2,1,21,0,0,0.0,0.3,0.225625,0.0
0,0,e05a221a-1c83-4ad3-a093-ad2f0f401e24,2135,JOB000433,0.46,0.0,0.3,0.95,0.7,4,2,2,950.0,6.0,1.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,21,0,0,0.0,0.285,0.2116,0.0
0,0,90abb2cf-c2ee-4cea-a841-b436fdded8b9,1509,JOB000011,0.475,0.0,0.3,1.0,0.7,7,4,3,7500.0,15.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-15.0,1,1,1,21,0,0,0.0,0.3,0.225625,0.0
0,0,a98451b7-8458-4b60-bc02-1c5353151b1f,1268,JOB-P091,0.41,0.5,0.5,0.1,0.8,6,3,3,7500.0,15.0,2.0,1.0,1.0,180.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.024,0,-7320.0,0,0,0,-15.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,c3245f86-7f75-4d04-a5eb-0ce39ee536d6,76,JOB000453,0.613,0.0,0.3,0.95,1.0,6,3,3,6250.0,5.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-5.0,1,1,1,21,0,0,0.0,0.285,0.37576899999999996,0.0
1,1,e667ce4b-d256-4a31-949f-3957e7a8a2d8,2281,JOB000069,0.49,0.0,0.3,0.95,1.0,3,2,1,600.0,0.0,0.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,0.0,1,3,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,51aa99e4-3fea-4408-bdbf-e8a637562c1e,999,JOB000170,0.475,0.0,0.3,1.0,0.7,6,3,3,9250.0,11.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-11.0,1,1,1,21,0,0,0.0,0.3,0.225625,0.0
0,1,ff0a3ba6-61ee-40cc-8a3b-11091edc3a92,2477,JOB000122,0.49,0.0,0.3,0.95,1.0,4,2,2,675.0,4.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
1,1,9a508ea8-925a-4dca-991a-02a2250681ab,453,JOB000385,0.49,0.0,0.3,0.95,1.0,7,4,3,8000.0,3.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-3.0,1,3,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,1,7fae5608-618b-4bb4-bc75-a1092b9cceb2,851,JOB000130,0.51,0.0,1.0,0.3,0.7,8,5,3,22500.0,8.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-8.0,1,1,1,21,0,0,0.0,0.3,0.2601,0.0
0,0,f72c1be9-85db-4a6c-a817-a4329b0f8f4f,1935,JOB000057,0.49,0.0,0.3,0.95,1.0,4,2,2,1150.0,4.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,64c3156a-181a-444d-a217-6c10e36973e3,1034,JOB000449,0.735,0.0,1.0,0.95,1.0,6,3,3,14500.0,4.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,1,20,0,0,0.0,0.95,0.540225,0.0
0,0,921259b2-004a-4039-a97b-f9ca7449d013,1972,JOB-P090,0.68,0.5,0.5,1.0,0.8,4,2,2,800.0,2.0,2.0,1.0,1.0,750.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.9375,1,-50.0,0,0,0,-2.0,1,1,1,20,0,0,0.5,0.5,0.4624000000000001,0.4
0,0,909b9356-aa17-4df5-9dbf-b92bc59cd333,392,JOB000242,0.475,0.0,0.3,1.0,0.7,6,3,3,7500.0,6.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,20,0,0,0.0,0.3,0.225625,0.0
0,1,9c3278a9-3eff-4a96-ab25-9e887348c93e,279,JOB-P250,0.41,0.5,0.5,0.1,0.8,6,3,3,16500.0,3.0,1.0,1.0,0.0,800.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.048484848484848485,0,-15700.0,0,0,0,-3.0,1,1,1,20,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,f8207c24-6b86-4ba6-b274-f1817c9c3162,2277,JOB000320,0.49,0.0,0.3,0.95,1.0,3,2,1,675.0,0.0,0.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,0.0,1,1,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,8b9b4290-6d3c-4c60-b61d-32f5b980b828,329,JOB-P086,0.41,0.5,0.5,0.1,0.8,7,4,3,16500.0,6.0,1.0,1.0,0.0,300.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.01818181818181818,0,-16200.0,0,0,0,-6.0,1,1,1,20,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,71619210-1dec-4395-980c-65e4702940ea,1599,JOB000497,0.49,0.0,0.3,0.95,1.0,6,3,3,8500.0,5.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-5.0,1,1,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
1,1,90d0b5bb-d511-4b1d-a904-f2b2131199fa,2449,JOB000484,0.49,0.0,0.3,0.95,1.0,4,2,2,600.0,3.0,1.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-3.0,1,3,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
1,1,ccff37bc-63f0-498a-a251-813cf83ae157,2392,JOB000390,0.49,0.0,0.3,0.95,1.0,3,2,1,725.0,0.0,0.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,0.0,1,3,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
0,1,e7f64a2f-e932-479c-97a3-c0dee6b26f67,653,JOB000314,0.46,0.0,0.3,0.95,0.7,6,3,3,11000.0,7.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,1,1,20,0,0,0.0,0.285,0.2116,0.0
0,0,da7a77a0-c8c3-43ed-80c3-1c5dc3b688f6,1848,JOB-P273,0.56,0.5,0.5,0.6,0.8,6,3,3,700.0,3.0,2.0,1.0,1.0,450.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.6428571428571429,0,-250.0,0,1,1,-3.0,1,1,1,20,0,0,0.3,0.3,0.31360000000000005,0.4
1,1,d0ed495d-a4d8-4578-bb2a-f495789d991e,2283,JOB000087,0.49,0.0,0.3,0.95,1.0,4,2,2,525.0,2.0,1.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-2.0,1,3,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,b03837fe-eede-4c20-9aad-b5a5e58118ac,254,JOB-P133,0.41,0.5,0.5,0.1,0.8,6,3,3,13000.0,12.0,1.0,1.0,0.0,300.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.023076923076923078,0,-12700.0,0,0,0,-12.0,1,1,1,20,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,920644bc-9c44-4109-a135-cb2c3d7cf34e,1606,JOB000406,0.46,0.0,0.3,0.95,0.7,6,3,3,9000.0,6.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,20,0,0,0.0,0.285,0.2116,0.0
0,1,22881aa7-72c5-4ca5-99cf-128f80550e1a,2286,JOB000111,0.49,0.0,0.3,0.95,1.0,3,2,1,950.0,4.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,a53fa62e-6e41-4096-aaa9-e7d65ed64bc3,1494,JOB-P255,0.41,0.5,0.5,0.1,0.8,6,3,3,8000.0,3.0,1.0,1.0,0.0,1000.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.125,0,-7000.0,0,0,0,-3.0,1,1,1,20,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,7e764fd8-a21d-4f4c-ab89-f776cc7c6a77,314,JOB000163,0.49,0.0,0.3,0.95,1.0,6,3,3,9000.0,4.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
0,1,0bd466a7-d1e2-4f69-94af-fd7e59f97495,729,JOB000421,0.46,0.0,0.3,0.95,0.7,6,3,3,9750.0,7.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,1,1,20,0,0,0.0,0.285,0.2116,0.0
0,0,3e0b5617-6c1e-4956-a049-3ce49ff438a3,2031,JOB-P304,0.41,0.5,0.5,0.1,0.8,4,2,2,1150.0,3.0,2.0,1.0,1.0,450.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.391304347826087,0,-700.0,0,0,0,-3.0,1,1,1,20,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,e289d7d2-e978-4937-87e0-4537b5de0f10,777,JOB-P182,0.41,0.5,0.5,0.1,0.8,6,3,3,13500.0,8.0,1.0,1.0,0.0,180.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.013333333333333334,0,-13320.0,0,0,0,-8.0,1,1,1,20,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,4e84377d-2c21-4656-a627-3271e7ab7464,214,JOB000082,0.295,0.0,0.3,0.3,1.0,6,3,3,10000.0,3.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-3.0,1,2,1,20,0,0,0.0,0.09,0.08702499999999999,0.0
0,1,8188bb55-0f49-43ec-bc9f-757c75e0fa83,812,JOB-P231,0.41,0.5,0.5,0.1,0.8,6,3,3,8000.0,3.0,1.0,1.0,0.0,180.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.0225,0,-7820.0,0,0,0,-3.0,1,1,1,20,0,0,0.05,0.05,0.16809999999999997,0.4
