job_id,title,company,category,collar_type,description,key_responsibilities,required_skills,preferred_skills,required_experience_years,required_education,preferred_certifications,location_city,location_province,salary_min_zmw,salary_max_zmw,employment_type,work_schedule,language_requirements,application_deadline,posted_date,benefits,growth_opportunities,company_size,industry_sector
JOB000185,Space Technology Analyst,Zambia Space Initiatives,Technology,White,"Zambia Space Initiatives explores space applications for development. As a Space Technology Analyst, you'll work with satellite data, remote sensing, and space technologies to address challenges in agriculture, disaster management, and environmental monitoring across Zambia.",Satellite data analysis; Remote sensing; Application development; Research; Training,"Remote Sensing, GIS, Data Analysis","Satellite Technology, Earth Observation, Research",4,Master's Degree,"Remote Sensing, GIS Certification",Lusaka,Lusaka Province,12000,23000,Contract,Full-time,English (Fluent),30/07/2026,15/06/2026,"Space technology, Development applications, Research","Senior Analyst, Project Lead, Research Director",Small (1-50),Technology
JOB000186,Genomic Medicine Specialist,Precision Health Zambia,Healthcare,Pink,"Precision Health Zambia brings genomic medicine to Zambia. As a Genomic Medicine Specialist, you'll apply genetic information to disease prevention, diagnosis, and treatment, personalizing healthcare for Zambian patients based on their genetic makeup.",Genetic analysis; Patient counseling; Research; Treatment planning; Education,"Genetics, Medical Science, Counseling","Bioinformatics, Research, Medical Ethics",6,PhD,"Genetics Certification, Medical License",Lusaka,Lusaka Province,15000,28000,Contract,Full-time,English (Fluent),02/08/2026,18/06/2026,"Medical innovation, Personalized medicine, Research impact","Clinical Geneticist, Research Director, Program Lead",Small (1-50),Healthcare
JOB000187,Futures Studies Educator,Forward Thinking Zambia,Education,White,"Forward Thinking Zambia prepares students for future challenges. As a Futures Studies Educator, you'll teach foresight, scenario planning, and future thinking skills that help Zambian youth navigate rapid change and create positive futures for themselves and their communities.",Futures curriculum development; Teaching; Scenario planning; Research; Workshop facilitation,"Futures Studies, Teaching, Scenario Planning","Systems Thinking, Innovation, Research",4,Master's Degree,"Futures Studies, Teaching License",Lusaka,Lusaka Province,7000,13000,Permanent,Full-time,English (Fluent),05/08/2026,20/06/2026,"Future preparedness, Systems thinking, Youth empowerment","Curriculum Director, Research Lead, Program Manager",Small (1-50),Education
JOB000188,Impact Measurement Manager,Social Value Zambia,Business,White,"Social Value Zambia quantifies social and environmental impact. As an Impact Measurement Manager, you'll develop frameworks, collect data, and analyze the social value created by businesses and organizations across Zambia's economy.",Impact framework development; Data collection; Analysis; Reporting; Strategy advice,"Impact Measurement, Data Analysis, Reporting","Social Return on Investment, Sustainability, Research",3,Bachelor's Degree,"Impact Measurement, Data Analysis",Lusaka,Lusaka Province,8000,15000,Permanent,Full-time,English (Fluent),08/08/2026,22/06/2026,"Social impact, Data-driven decisions, Sustainability","Director of Impact, Chief Impact Officer, Consultant",Small (1-50),Business
JOB000189,Biomimicry Engineer,Nature Inspired Solutions,Engineering,White,"Nature Inspired Solutions applies biological principles to engineering. As a Biomimicry Engineer, you'll study natural systems and adapt their efficient, sustainable solutions to solve human challenges in energy, materials, and design across Zambia.",Biological research; Design adaptation; Prototyping; Testing; Application development,"Biomimicry, Engineering, Biology","Sustainable Design, Research, Innovation",4,Master's Degree,"Biomimicry Certification, Engineering License",Lusaka,Lusaka Province,11000,21000,Contract,Full-time,English (Fluent),10/08/2026,25/06/2026,"Nature innovation, Sustainable solutions, Cross-disciplinary","Senior Engineer, Research Lead, Innovation Director",Small (1-50),Engineering
JOB000190,Food Forest Manager,Edible Landscapes Zambia,Agriculture,Green,"Edible Landscapes Zambia creates productive food forests. As a Food Forest Manager, you'll design and maintain layered, perennial food systems that mimic natural forests while providing abundant, diverse food harvests with minimal inputs.",Food forest design; Planting; Maintenance; Harvesting; Education,"Permaculture, Agroforestry, Horticulture","Ecology, Nursery Management, Community Education",3,Diploma,"Permaculture Design, Agroforestry",Chongwe,Lusaka Province,4500,8500,Permanent,Full-time,English (Proficient),12/08/2026,28/06/2026,"Sustainable food systems, Biodiversity, Community food security","Regional Manager, Trainer, Consultant",Small (1-50),Agriculture
JOB000191,Interactive Installation Artist,Experience Art Zambia,Creative,White,"Experience Art Zambia creates immersive public art. As an Interactive Installation Artist, you'll design and build large-scale art installations that engage communities, transform public spaces, and create shared experiences across Zambian cities.",Installation design; Fabrication; Interactive technology; Community engagement; Project management,"Interactive Art, Installation, Public Art","Technology Integration, Community Collaboration, Fabrication",4,Bachelor's Degree,"Fine Arts, Digital Media",Lusaka,Lusaka Province,6000,11500,Contract,Project-based,English (Fluent),15/08/2026,01/07/2026,"Public art, Community engagement, Creative expression","Lead Artist, Creative Director, Public Art Manager",Small (1-50),Creative
JOB000192,Peacebuilding Officer,Unity Zambia,NGO/Development,White,"Unity Zambia works to prevent and resolve conflicts. As a Peacebuilding Officer, you'll develop programs that address root causes of conflict, promote dialogue between communities, and build sustainable peace across Zambia's diverse society.",Conflict analysis; Dialogue facilitation; Program development; Training; Monitoring,"Peacebuilding, Conflict Resolution, Facilitation","Mediation, Community Development, Research",4,Master's Degree,"Peace Studies, Conflict Resolution",Lusaka,Lusaka Province,7000,13000,Permanent,Full-time,"English (Fluent), Multiple local languages",18/08/2026,03/07/2026,"Peace impact, Community reconciliation, Conflict prevention","Program Manager, Regional Coordinator, Director",Small (1-50),NGO/Development
JOB000193,Circular Economy Specialist,Waste to Wealth Zambia,Manufacturing,Blue,"Waste to Wealth Zambia transforms waste into resources. As a Circular Economy Specialist, you'll design systems that eliminate waste, keep materials in use, and regenerate natural systems across Zambian industries and communities.",Circular system design; Material flow analysis; Business model development; Implementation; Monitoring,"Circular Economy, Systems Thinking, Sustainability","Industrial Ecology, Business Models, Material Science",3,Bachelor's Degree,"Circular Economy Certification, Sustainability",Ndola,Copperbelt Province,6500,12000,Permanent,Full-time,English (Proficient),20/08/2026,05/07/2026,"Waste elimination, Resource efficiency, System change","Circular Economy Manager, Consultant, Innovation Lead",Small (1-50),Manufacturing
JOB000194,Mine Heritage Officer,Mining History Zambia,Mining,Blue,"Mining History Zambia preserves mining heritage. As a Mine Heritage Officer, you'll document, preserve, and interpret Zambia's rich mining history, creating educational resources and tourist attractions that honor the industry's legacy.",Historical research; Documentation; Preservation; Interpretation; Education,"History, Research, Preservation","Mining Heritage, Museum Studies, Education",3,Bachelor's Degree,"Heritage Studies, Research Methods",Kitwe,Copperbelt Province,5000,9500,Permanent,Full-time,English (Fluent),22/08/2026,08/07/2026,"Historical preservation, Cultural heritage, Education","Heritage Manager, Museum Curator, Research Director",Small (1-50),Mining
JOB000195,Sustainable Fashion Designer,Eco Style Zambia,Retail,Pink,"Eco Style Zambia creates fashion with environmental ethics. As a Sustainable Fashion Designer, you'll design clothing using eco-friendly materials, ethical production methods, and circular design principles that redefine Zambian fashion.",Sustainable design; Material sourcing; Production oversight; Marketing; Collection development,"Fashion Design, Sustainable Materials, Production","Circular Design, Ethical Fashion, Marketing",3,Diploma,"Fashion Design, Sustainability",Lusaka,Lusaka Province,5500,10500,Permanent,Full-time,English (Fluent),25/08/2026,10/07/2026,"Sustainable fashion, Creative design, Ethical production","Design Director, Brand Manager, Production Manager",Small (1-50),Retail
JOB000196,Marine Security Officer,Waterway Protection Zambia,Security,Grey,"Waterway Protection Zambia secures Zambia's water bodies. As a Marine Security Officer, you'll patrol lakes and rivers, prevent illegal fishing and smuggling, and ensure safety on Zambia's important waterways and border waters.",Waterway patrols; Law enforcement; Search and rescue; Inspection; Community engagement,"Marine Operations, Law Enforcement, Navigation","Search and Rescue, Fishing Regulations, Border Security",3,Certificate,"Marine License, Security Certification",Siavonga,Southern Province,5000,9500,Permanent,Shift work,English (Proficient),28/08/2026,12/07/2026,"Water security, Law enforcement, Emergency response","Marine Unit Leader, Operations Manager, Training Officer",Small (1-50),Security
JOB000197,Conservation Photographer,Wild Images Zambia,Hospitality,Pink,"Wild Images Zambia uses photography for conservation. As a Conservation Photographer, you'll capture stunning images of Zambia's wildlife and landscapes that inspire protection, support conservation efforts, and promote ethical wildlife tourism.",Wildlife photography; Photo editing; Conservation storytelling; Exhibition; Education,"Photography, Photo Editing, Wildlife Knowledge","Conservation, Storytelling, Marketing",4,Diploma,"Photography, Conservation",South Luangwa,Eastern Province,6000,11500,Contract,Project-based,English (Fluent),30/08/2026,15/07/2026,"Wildlife photography, Conservation impact, Creative expression","Lead Photographer, Editor, Conservation Director",Small (1-50),Hospitality
JOB000198,Citizen Science Coordinator,Community Research Zambia,Other,Green,"Community Research Zambia engages the public in science. As a Citizen Science Coordinator, you'll design projects that involve Zambian communities in scientific research, collecting valuable data while building scientific literacy and engagement.",Citizen science design; Community training; Data management; Analysis; Outreach,"Citizen Science, Research, Community Engagement","Data Collection, Science Communication, Education",3,Bachelor's Degree,"Science Communication, Research Methods",Lusaka,Lusaka Province,5500,10000,Permanent,Full-time,"English (Fluent), Local languages",02/09/2026,18/07/2026,"Public science, Community engagement, Data collection","Program Manager, Research Coordinator, Network Director",Small (1-50),Other
JOB000199,Digital Heritage Preserver,Cultural Memory Zambia,Technology,White,"Cultural Memory Zambia digitizes Zambian cultural heritage. As a Digital Heritage Preserver, you'll use scanning, photography, and digital tools to preserve and share Zambia's cultural artifacts, traditions, and historical records for future generations.",Digital preservation; Scanning; Database management; Access systems; Community collaboration,"Digital Preservation, Scanning, Database Management","Cultural Heritage, Archival Science, Technology",3,Bachelor's Degree,"Digital Preservation, Archival Studies",Lusaka,Lusaka Province,7000,13000,Permanent,Full-time,English (Fluent),05/09/2026,20/07/2026,"Cultural preservation, Digital access, Historical importance","Digital Archivist, Project Manager, Collections Director",Small (1-50),Technology
JOB000200,Community Paramedic,Rural Response Zambia,Healthcare,Pink,"Rural Response Zambia provides emergency medical services in remote areas. As a Community Paramedic, you'll deliver advanced pre-hospital care, community health education, and emergency response across Zambia's most isolated communities.",Emergency response; Advanced medical care; Community health; Training; Equipment maintenance,"Paramedicine, Emergency Medicine, Community Health","Remote Medicine, Training, Equipment Management",4,Diploma,"Paramedic License, Advanced Medical",Mpika,Muchinga Province,6000,11500,Permanent,Full-time,"English (Proficient), Local languages",08/09/2026,22/07/2026,"Emergency response, Rural healthcare, Life-saving skills","Team Leader, Training Officer, Operations Manager",Small (1-50),Healthcare
JOB000201,Copper Miner,Konkola Copper Mines,Mining,Blue,"Konkola Copper Mines is seeking experienced Copper Miners for underground operations in Chililabombwe. You will work in teams to extract copper ore using drilling, blasting, and loading techniques. This physically demanding role requires working in challenging underground conditions while adhering to strict safety protocols. You'll operate mining equipment, conduct roof bolting for ground support, and participate in continuous production activities. The position offers comprehensive training in modern mining methods and safety procedures specific to Zambian copper mining conditions.",Drill and blast operations; Ore loading and hauling; Ground support installation; Equipment operation; Safety compliance and inspections,"Underground mining techniques, Basic literacy and numeracy, Physical fitness","Mining certification, First aid training, Equipment operation",2,Grade 12 Certificate,"Mining License, Blasting Certificate",Chililabombwe,Copperbelt Province,4500,8500,Permanent,Shift work (6-day roster),"English (Basic), Bemba (Fluent)",15/12/2025,01/11/2025,"Housing allowance, Mining bonus, Safety equipment, Medical cover","Mine team leader, Shift boss, Safety officer",Large (201-1000),Mining
JOB000202,Agricultural Field Worker,Zambeef Products,Agriculture,Blue,"Zambeef Products requires Agricultural Field Workers for our commercial farming operations in Lusaka. You will perform various crop production tasks including planting, weeding, harvesting, and irrigation. This hands-on role involves working with crops like maize, soybeans, and vegetables using both manual and mechanized farming methods. You'll learn modern agricultural techniques while contributing to Zambia's food security. The position offers opportunities to develop skills in tractor operation, crop management, and sustainable farming practices.",Field preparation and planting; Crop maintenance; Harvesting operations; Irrigation system operation; Pest control assistance,"Basic farming knowledge, Physical stamina, Teamwork","Tractor operation, Irrigation systems, Crop spraying",1,Grade 9 Certificate,Agriculture training certificate,Lusaka,Lusaka Province,1800,3200,Permanent,Full-time (Monday-Saturday),"Bemba or Nyanja, English (Basic)",10/12/2025,28/10/2025,"Farm housing, Food rations, Production bonus, Training","Field supervisor, Tractor operator, Irrigation technician",Large (201-1000),Agriculture
JOB000203,Construction Mason,China Jiangsu Construction,Construction,Blue,"China Jiangsu Construction needs skilled Masons for building projects across Lusaka. You will work with bricks, blocks, and concrete to construct walls, foundations, and other structural elements according to architectural plans. This skilled trade requires precision and attention to detail while working on commercial and residential buildings. You'll learn modern construction techniques and Zambian building standards while contributing to the country's infrastructure development.",Brick and block laying; Concrete work; Reading basic plans; Measurement and leveling; Material preparation,"Masonry skills, Basic measurement, Physical strength","Concrete finishing, Scaffolding, Blueprint reading",3,Grade 12 Certificate,"Masonry certification, Safety training",Lusaka,Lusaka Province,3500,6000,Contract,Full-time (6 days/week),"English (Basic), Bemba",20/12/2025,05/11/2025,"Site accommodation, Tool allowance, Overtime pay","Site foreman, Construction supervisor, Quality controller",Large (201-1000),Construction
JOB000204,Bus Driver,Power Tools Bus Service,Transportation,Blue,"Power Tools Bus Service is hiring experienced Bus Drivers for intercity routes across Zambia. You will operate passenger buses safely between major cities like Lusaka, Ndola, and Livingstone. This role requires excellent driving skills, knowledge of Zambian road regulations, and customer service abilities. You'll be responsible for vehicle safety checks, passenger comfort, and adherence to schedules on sometimes challenging Zambian roads.",Passenger transportation; Vehicle maintenance checks; Route adherence; Customer service; Safety procedures,"Valid driver's license, Defensive driving, Basic mechanics","Passenger service, Route knowledge, Emergency response",4,Grade 12 Certificate,"Class C driver's license, PSV license",Lusaka,Lusaka Province,4000,7000,Permanent,Shift work including weekends,"English (Basic), Bemba/Nyanja",18/12/2025,03/11/2025,"Route allowances, Overtime, Uniform, Medical","Senior driver, Route supervisor, Fleet manager",Medium (51-200),Transportation
JOB000205,Welding Fabricator,Copperbelt Engineering Works,Manufacturing,Blue,"Copperbelt Engineering Works seeks skilled Welders for metal fabrication in Ndola. You will join our team producing mining equipment, structural steel, and industrial components. This trade requires expertise in various welding techniques including arc welding, MIG, and TIG for different metals used in Zambian industries. You'll work from engineering drawings to create precision metal products for mining and construction sectors.",Metal cutting and preparation; Welding operations; Quality inspection; Equipment maintenance; Workshop safety,"Welding techniques, Metal fabrication, Basic math","Blueprint reading, Quality control, Multiple processes",4,Grade 12 Certificate,"Welding certification, Safety training",Ndola,Copperbelt Province,4500,8000,Permanent,Full-time (Monday-Friday),"English (Basic), Bemba",22/12/2025,07/11/2025,"Tool allowance, Workshop benefits, Overtime","Workshop supervisor, Quality inspector, Team leader",Medium (51-200),Manufacturing
JOB000206,Electrician's Assistant,Zesco Limited,Utilities,Blue,"Zesco Limited is hiring Electrician's Assistants for power distribution projects across Zambia. You will support qualified electricians in installing, maintaining, and repairing electrical systems. This entry-level position provides training in electrical work while helping to expand Zambia's electricity grid to rural and urban communities. You'll learn safety procedures, basic electrical principles, and practical skills for working with power lines and distribution equipment.",Cable pulling and installation; Pole climbing; Equipment handling; Safety ground installation; Basic repairs,"Physical fitness, Basic literacy, Safety awareness","Pole climbing certification, First aid",1,Grade 12 Certificate,"Safety certification, First aid",Kitwe,Copperbelt Province,2500,4500,Permanent,Full-time (Monday-Saturday),"English (Basic), Bemba",14/12/2025,02/11/2025,"Housing allowance, Safety gear, Training program","Qualified electrician, Line supervisor, Technician",Large (201-1000),Utilities
JOB000207,Market Trader,Kamwala Market Trader Association,Retail,Blue,"Kamwala Market Trader Association welcomes new Market Traders to operate stalls in Lusaka's largest market. You will manage your own small business selling goods to the public, sourcing products from local suppliers and farmers. This entrepreneurial role requires business sense, customer service skills, and knowledge of local market dynamics. You'll join a cooperative that provides stall space, security, and business training for Zambian entrepreneurs.",Product sourcing and pricing; Customer service; Stock management; Financial recording; Stall maintenance,"Basic numeracy, Customer service, Local market knowledge","Business management, Product knowledge",2,Grade 9 Certificate,"Business license, Market training",Lusaka,Lusaka Province,2000,5000,Self-employed,Flexible (6-7 days/week),"Bemba, Nyanja, English (Basic)",30/12/2025,15/11/2025,"Cooperative benefits, Training, Market security","Stall manager, Supplier, Association leader",Small (1-50),Retail
JOB000208,Quarry Worker,Lafarge Zambia,Construction,Blue,"Lafarge Zambia needs Quarry Workers for our cement production operations in Ndola. You will work in the quarry extracting limestone and other raw materials for cement manufacturing. This physically demanding role involves operating heavy machinery, drilling, and material handling in an industrial mining environment. You'll learn quarry operations while contributing to Zambia's construction materials supply chain.",Rock drilling and blasting; Heavy equipment operation; Material loading; Safety monitoring; Equipment maintenance,"Physical strength, Basic machinery operation, Safety awareness","Quarry equipment operation, Blasting assistant",2,Grade 10 Certificate,Quarry safety certification,Ndola,Copperbelt Province,3200,5800,Permanent,Shift work,"English (Basic), Bemba",16/12/2025,04/11/2025,"Housing, Safety equipment, Production bonus","Quarry operator, Blasting technician, Supervisor",Large (201-1000),Construction
JOB000209,Automotive Mechanic,Simba Motors,Automotive,Blue,"Simba Motors is hiring Automotive Mechanics for our vehicle service center in Lusaka. You will repair and maintain cars, trucks, and buses using modern diagnostic equipment and traditional mechanical skills. This skilled trade requires knowledge of various vehicle systems and the ability to troubleshoot common issues with vehicles used on Zambian roads. You'll work on everything from basic service to complex repairs for individual and fleet customers.",Vehicle diagnostics; Engine repair; Brake and suspension work; Electrical systems; Customer consultation,"Mechanical aptitude, Tool proficiency, Problem-solving","Diagnostic equipment, Multiple vehicle brands",5,Grade 12 Certificate,"Mechanic certification, Driver's license",Lusaka,Lusaka Province,5000,9000,Permanent,Full-time (Monday-Saturday),"English (Basic), Bemba",25/12/2025,10/11/2025,"Tool allowance, Uniform, Training, Workshop benefits","Senior mechanic, Service advisor, Workshop manager",Medium (51-200),Automotive
JOB000210,Forklift Operator,Trade Kings Warehouse,Logistics,Blue,"Trade Kings Warehouse requires Forklift Operators for our distribution center in Lusaka. You will operate material handling equipment to move, stack, and load consumer goods for distribution across Zambia. This role requires precision driving skills and understanding of warehouse operations in a fast-paced FMCG environment. You'll be part of the supply chain that delivers essential products to Zambian households.",Forklift operation; Inventory movement; Loading/unloading; Equipment checks; Warehouse safety,"Forklift operation, Basic literacy, Attention to detail","Inventory systems, Multiple equipment types",2,Grade 10 Certificate,"Forklift license, Safety certification",Lusaka,Lusaka Province,2800,5000,Permanent,Shift work,"English (Basic), Bemba",12/12/2025,30/10/2025,"Performance bonus, Uniform, Safety equipment","Warehouse supervisor, Logistics coordinator, Trainer",Large (201-1000),Logistics
JOB000211,Bricklayer,Local Construction Cooperative,Construction,Blue,"Local Construction Cooperative needs Bricklayers for housing projects in Chipata. You will work on building residential homes using traditional and modern bricklaying techniques. This skilled trade is essential for Zambia's growing housing needs, particularly in rapidly developing urban areas. You'll work as part of a team constructing affordable housing while developing expertise in Zambian building methods and materials.",Brick and block work; Mortar mixing; Wall construction; Measurement and leveling; Site cleanup,"Bricklaying skills, Basic math, Physical stamina","Arch reading, Decorative brickwork, Supervision",3,Grade 9 Certificate,Bricklaying certificate,Chipata,Eastern Province,3000,5500,Contract,Full-time (6 days/week),"English (Basic), Nyanja",28/12/2025,12/11/2025,"Tool allowance, Site accommodation, Skill training","Site foreman, Masonry contractor, Trainer",Small (1-50),Construction
JOB000212,Fisherman,Lake Kariba Fishing Cooperative,Fisheries,Blue,"Lake Kariba Fishing Cooperative welcomes new Fishermen to join our sustainable fishing operations. You will work on fishing boats harvesting kapenta and bream from Lake Kariba using approved fishing methods. This traditional occupation requires knowledge of fishing techniques, water safety, and sustainable harvesting practices. You'll be part of a cooperative that ensures fair distribution of catches and protects Lake Kariba's fish stocks for future generations.",Fishing operations; Net handling; Boat operation; Fish processing; Equipment maintenance,"Fishing knowledge, Swimming ability, Physical strength","Boat operation, Net repair, Fish preservation",2,Grade 7 Certificate,"Fishing license, Boat safety",Siavonga,Southern Province,2500,6000,Cooperative,Seasonal work,"Tonga, English (Basic)",24/12/2025,08/11/2025,"Catch share, Cooperative benefits, Housing","Boat captain, Processing manager, Cooperative leader",Small (1-50),Fisheries
JOB000213,Taxi Driver,City Taxi Association,Transportation,Blue,"City Taxi Association is registering new Taxi Drivers for urban transportation in Kitwe. You will operate taxis serving local communities, businesses, and visitors in the Copperbelt region. This independent role requires excellent driving skills, knowledge of local routes, and customer service abilities. You'll join an association that provides vehicle access, radio dispatch, and business support for self-employed drivers.",Passenger transportation; Vehicle maintenance; Route planning; Customer service; Fare collection,"Valid driver's license, Defensive driving, Local knowledge","Vehicle maintenance, Customer service, Business skills",3,Grade 12 Certificate,"Taxi license, PSV permit",Kitwe,Copperbelt Province,3000,7000,Self-employed,Flexible hours,"Bemba, English (Basic)",20/12/2025,05/11/2025,"Association support, Radio dispatch, Group insurance","Fleet owner, Dispatch operator, Association board",Small (1-50),Transportation
JOB000214,Plumber,Zambia Water Supply,Utilities,Blue,"Zambia Water Supply requires Plumbers for installation and maintenance projects in Livingstone. You will work on water supply systems, sanitation facilities, and plumbing repairs for residential and commercial properties. This skilled trade is crucial for public health and access to clean water in Zambian communities. You'll learn to work with various piping systems and water treatment installations common in southern Zambia.",Pipe installation; System repair; Water fixture installation; Leak detection; Sanitation work,"Plumbing skills, Basic math, Problem-solving","Copper piping, PVC installation, System design",4,Grade 12 Certificate,"Plumbing license, Water works certification",Livingstone,Southern Province,4000,7500,Permanent,Full-time (Monday-Friday),"English (Basic), Tonga",18/12/2025,03/11/2025,"Tool allowance, Vehicle access, Training","Senior plumber, Project supervisor, Trainer",Medium (51-200),Utilities
JOB000215,Sugar Cane Cutter,Zambia Sugar Plc,Agriculture,Blue,Zambia Sugar Plc is hiring Sugar Cane Cutters for the harvesting season in Mazabuka. You will work in teams cutting and loading sugar cane for processing at our sugar refinery. This seasonal but essential role requires physical endurance and teamwork in Zambia's sugar bowl region. You'll learn efficient harvesting techniques while working in one of Zambia's most important agricultural export industries.,Cane cutting; Field preparation; Loading operations; Equipment handling; Safety procedures,"Physical fitness, Teamwork, Basic tool use","Harvesting equipment, First aid",1,Grade 7 Certificate,Agricultural safety training,Mazabuka,Southern Province,2000,4000,Seasonal,Full-time (6 days/week),"Tonga, English (Basic)",15/12/2025,01/11/2025,"Seasonal bonus, Housing, Food rations","Harvesting team leader, Equipment operator, Supervisor",Large (201-1000),Agriculture
JOB000216,Carpenter,Furniture Craft Zambia,Manufacturing,Blue,"Furniture Craft Zambia needs skilled Carpenters for our workshop in Lusaka. You will create furniture, cabinets, and wood products using both traditional joinery and modern woodworking techniques. This craft combines artistic skill with practical construction for the growing Zambian furniture market. You'll work with local and imported woods to produce quality furniture for homes and businesses across Zambia.",Wood cutting and shaping; Furniture assembly; Finishing work; Measurement and planning; Tool maintenance,"Carpentry skills, Basic math, Attention to detail","Cabinet making, Wood finishing, Design reading",4,Grade 12 Certificate,Carpentry certification,Lusaka,Lusaka Province,3800,6800,Permanent,Full-time (Monday-Friday),"English (Basic), Bemba/Nyanja",22/12/2025,07/11/2025,"Tool allowance, Workshop benefits, Product discount","Workshop supervisor, Master carpenter, Designer",Small (1-50),Manufacturing
JOB000217,Truck Driver's Assistant,Long Distance Haulage,Logistics,Blue,"Long Distance Haulage is hiring Truck Driver's Assistants for cross-border transport operations. You will support truck drivers on routes throughout Zambia and neighboring countries, helping with loading, security, and vehicle maintenance. This entry-level position provides exposure to the logistics industry and opportunities to learn professional driving skills while ensuring the smooth transport of goods across the region.",Loading/unloading; Vehicle checks; Route assistance; Security monitoring; Basic maintenance,"Physical fitness, Basic literacy, Willingness to travel","Vehicle maintenance, Border procedures, Security",1,Grade 9 Certificate,Basic security training,Lusaka,Lusaka Province,2200,4000,Permanent,Irregular hours (travel required),"English (Basic), Bemba",25/12/2025,10/11/2025,"Travel allowances, Accommodation, Training","Truck driver, Logistics coordinator, Team leader",Medium (51-200),Logistics
JOB000218,Mine Safety Assistant,Mopani Copper Mines,Mining,Blue,"Mopani Copper Mines requires Mine Safety Assistants for our underground operations in Kitwe. You will support safety officers in monitoring conditions, conducting inspections, and ensuring compliance with mining safety regulations. This critical role helps protect workers in one of Zambia's most important industries while providing a pathway to specialized safety careers.",Safety inspections; Equipment checks; Emergency preparedness; Safety training support; Incident reporting,"Safety awareness, Basic literacy, Observation skills","First aid, Emergency response, Risk assessment",2,Grade 12 Certificate,"Safety certification, First aid",Kitwe,Copperbelt Province,3500,6000,Permanent,Shift work,"English (Basic), Bemba",16/12/2025,04/11/2025,"Safety bonus, Training, Career development","Safety officer, Emergency response team, Supervisor",Large (201-1000),Mining
JOB000219,Market Garden Worker,Urban Farming Initiative,Agriculture,Blue,Urban Farming Initiative is hiring Market Garden Workers for vegetable production in Lusaka's peri-urban areas. You will grow vegetables for local markets using sustainable farming methods that maximize production on small urban plots. This role contributes to urban food security while providing fresh produce to Lusaka's growing population through environmentally friendly practices.,Vegetable planting and care; Irrigation management; Organic pest control; Harvesting; Market preparation,"Basic farming knowledge, Physical work ethic, Learning ability","Organic farming, Irrigation, Market gardening",1,Grade 9 Certificate,Agriculture training,Lusaka,Lusaka Province,1800,3000,Permanent,Full-time (Monday-Saturday),"Bemba/Nyanja, English (Basic)",14/12/2025,02/11/2025,"Produce share, Training, Garden housing","Garden manager, Trainer, Market coordinator",Small (1-50),Agriculture
JOB000220,Panel Beater,Auto Body Zambia,Automotive,Blue,Auto Body Zambia needs Panel Beaters for vehicle repair in Ndola. You will repair damaged vehicle bodies using metalworking and painting techniques to restore cars and trucks to their original condition. This skilled trade is essential for maintaining Zambia's vehicle fleet and requires precision work with various materials and finishing processes.,Body straightening; Panel replacement; Welding; Surface preparation; Painting preparation,"Metalworking skills, Attention to detail, Basic math","Paint mixing, Frame alignment, Multiple techniques",4,Grade 12 Certificate,Panel beating certification,Ndola,Copperbelt Province,4200,7500,Permanent,Full-time (Monday-Friday),"English (Basic), Bemba",28/12/2025,12/11/2025,"Tool allowance, Workshop benefits, Training","Workshop supervisor, Quality controller, Estimator",Small (1-50),Automotive
JOB000221,Construction Laborer,General Building Contractors,Construction,Blue,"General Building Contractors is hiring Construction Laborers for various building sites in Kabwe. You will perform essential support tasks including material handling, site preparation, and assisting skilled tradespeople. This entry-level position provides exposure to the construction industry and opportunities to learn multiple trades while contributing to Zambia's infrastructure development.",Material handling; Site cleanup; Tool assistance; Basic construction tasks; Safety compliance,"Physical strength, Willingness to learn, Teamwork","Multiple trade exposure, Safety procedures",1,Grade 9 Certificate,Construction safety training,Kabwe,Central Province,2000,3500,Contract,Full-time (6 days/week),"English (Basic), Bemba",30/12/2025,15/11/2025,"Site accommodation, Skill training, Overtime","Skilled tradesperson, Site assistant, Supervisor",Medium (51-200),Construction
JOB000222,Mine Equipment Cleaner,First Quantum Minerals,Mining,Blue,First Quantum Minerals needs Equipment Cleaners for our mining operations in Solwezi. You will maintain and clean heavy mining equipment to ensure optimal performance and longevity. This important support role requires attention to detail and understanding of mining equipment maintenance in a challenging industrial environment.,Equipment cleaning; Basic maintenance; Workshop support; Safety procedures; Inspection assistance,"Attention to detail, Physical work, Basic cleaning skills","Equipment knowledge, Maintenance procedures",1,Grade 10 Certificate,Safety certification,Solwezi,North-Western Province,2500,4500,Permanent,Shift work,"English (Basic), Local languages",20/12/2025,05/11/2025,"Mining benefits, Housing allowance, Training","Equipment operator, Maintenance assistant, Supervisor",Large (201-1000),Mining
JOB000223,Chicken Farm Worker,Country Chicken Farms,Agriculture,Blue,"Country Chicken Farms is hiring Farm Workers for our poultry operations in Lusaka. You will care for broiler chickens in modern poultry houses, ensuring animal welfare and production standards. This role is part of Zambia's growing poultry industry that provides affordable protein to the nation while creating rural employment opportunities.",Animal feeding; Water system management; Health monitoring; House cleaning; Production recording,"Animal care, Basic literacy, Physical work","Poultry health, Equipment operation, Biosecurity",1,Grade 9 Certificate,Poultry training,Lusaka,Lusaka Province,2200,4000,Permanent,Full-time (including weekends),"Bemba, English (Basic)",18/12/2025,03/11/2025,"Farm housing, Food rations, Production bonus","Farm supervisor, Technician, Manager",Medium (51-200),Agriculture
